Date_time,city,state/province,country,UFO_shape,length_of_encounter_seconds,described_duration_of_encounter,description,date_documented,latitude,longitude
03/11/2000 19:45,orangevale,ca,us,fireball,300,5 min,3 Objects traversing the sky&#44 burning out eventually,04/01/2000,38.6786111,-121.2247222
4/20/2007 00:00,florence,ma,us,triangle,4,4 sec,perfect triangle &#44 silent &#44 pale red with a pale red light on each point,06/12/2007,42.3355556,-72.6722222
10/08/2010 02:00,deltona,fl,us,light,50,50 seconds,Was no way a plane,11/21/2010,28.9002778,-81.2638889
7/25/2000 22:23,sturgeon bay,wi,us,light,300,5 min.,Red light seen over Door County,7/29/2000,44.8341667,-87.3769444
11/20/1984 05:00,ruggles beach/huron,oh,,chevron,300,5 minutes,What I saw could not have been made on this earth.,09/06/2002,41.395049,-82.555173
4/27/2014 01:00,durham (uk/england),,gb,,180,3 minutes,Red static light tri light poss moving slowly south. 10mile south of durham. Then two more hovering lower close to ground in heavy fog,05/02/2014,54.766667,-1.566667
8/28/2009 23:00,anchorage,ak,us,formation,1200.0,20 minutes,Odd Cloud Formation Lit Up and Moving Toward and Away from us.,12/12/2009,61.2180556,-149.9002778
10/23/2011 20:00,denver,co,us,triangle,20,20 sec.,Huge flying-V appeared to be high in the atmosphere.,10/25/2011,39.7391667,-104.9841667
09/04/2010 19:00,huntington,wv,us,circle,60.0,1 minute,Circular black object with single bright white light&#44 hovering&#44 turning&#44 then moving at incredible speed.,11/21/2010,38.4191667,-82.4452778
9/15/1967 11:00,birmingham (uk/england),,gb,cigar,14400.0,approx 4 hpurs,toddler speaks of Space men and Space craft,2/18/2001,52.466667,-1.916667
8/25/2000 22:00,las vegas,nv,us,flash,900.0,15min,Four or five identical bluish-white flashes.,9/17/2000,36.175,-115.1363889
11/14/2005 21:15,boston,ma,us,light,600,10 minutes,Bright white/red light over Boston then fades out,12/16/2005,42.3583333,-71.0602778
11/01/2013 00:28,davenport,fl,us,fireball,600,10 minutes,Several orange fireballs over Davenport&#44 Florida.,11/11/2013,28.1611111,-81.6019444
11/17/2007 19:30,winter haven,fl,us,oval,240,4 min,4 large UFOs in Winter Haven&#44 Florida&#44 fully lit ovals&#44 possibly landed&#44  2 witnesses  500 Lights On Object0: Yes,11/28/2007,28.0219444,-81.7330556
5/24/2009 23:00,sussex,nj,us,light,420,7 min,5 UFOs and 2 sats? crossing same area of sky,06/09/2009,41.2097222,-74.6080556
39665,hardin,ky,us,cigar,1800,30 minutes,I WAS OUT IN MY YARD ON A CLEAR&#44 SUNNY DAY THIS SPRING AND HAPPENED TO LOOK UP AND SAW A SHINY METALLIC CIGAR SHAPED VEHICLE. THE SUN W,10/31/2008,36.7647222,-88.2952778
1/25/2001 22:45,callahan,fl,us,formation,600,5-10 min,it was in a formation&#44 like six lights ligned up&#44 silent&#44 bright&#44 huge and it was featured on unsolved mysterious many times.,2/18/2001,30.5619444,-81.8308333
6/26/2010 23:30,budapest (hungary),,,rectangle,60,1min,big black silent rectangle with one yellow light,07/06/2010,47.497912,19.040235
02/04/2014 07:42,revere,mn,us,triangle,5,5 seconds,Driving into work this morning heading east on hwy 14 towards Lamberton&#44 Mn.approximately 7:40-AM. triangular shape  craft investigatin,02/07/2014,44.2238889,-95.3641667
5/20/2002 19:30,butte,mt,us,unknown,600,00:10:00,Butte&#44 Montana May 2002:  A star appears to move&#44 and is destroyed by some sort of missile or kamikazee spaceship.,08/07/2007,46.0038889,-112.5338889
2/17/1999 03:00,barstow (aprox 35 mi west of&#44 mojave desert),ca,us,other,120,2 min,Traveling East at aprox 30 mph at aprox 1000 ft altitude and aprox 1000 ft from me.,10/12/2001,34.8986111,-117.0219444
06/11/2007 22:30,new troy,mi,us,light,10,5-10 seconds,Bright stationary light in Northern sky.,06/12/2007,41.8763889,-86.5497222
1/18/2012 18:45,fort washington,pa,us,unknown,600,10 minutes,Confirmation of two Philadelphia area sightings,07/04/2012,40.1416667,-75.2094444
7/23/1999 23:00,cedar city/st. george (between),ut,,other,600,5-10 min.,Unknown object seen in sky&#44 with lighted tail.  Changed directions and altitude&#44rapidly. Had appx 30 meter tail that looked like &quot;spark,01/11/2002,37.20576,-113.622633
07/03/2010 23:00,kent city,mi,us,circle,480,8 minutes,2 lights chasing one another then formed one light and took off to disappear in the night sky.,07/06/2010,43.22,-85.7511111
03/10/2001 21:00,dollard des ormeaux (canada),pq,,fireball,2,a few seconds,Large blue fireball streaking through the sky,08/05/2001,45.489564,-73.820557
11/13/2013 18:22,bridgewater,ma,us,triangle,1800,30 minutes,Sighting of a number of craft with white and red lights.,11/20/2013,41.9902778,-70.9755556
03/01/2000 00:30,pineville (pinnacle strip mine),wv,us,triangle,900,15 mins,Saw a triangle shaped craft&#44 very large&#44 made very little noise&#44 low altitude.,3/16/2000,37.5830556,-81.5372222
5/23/2006 11:00,st. andrews (uk/scotland),,gb,sphere,30,30 sec,I was watching the events taking place on the turn (9th green and 10th fairway) on the St Andrews Old Course golf links where I sit for,7/16/2006,56.333333,-2.783333
11/02/2001 13:00,little rock,ar,us,triangle,6,00:06,My friends&#44 and I were out for lunch when we saw three triangle shaped lights beaming at a very low altitude. The lights were so bright,9/28/2002,34.7463889,-92.2894444
2/13/2013 21:35,fort wayne,in,us,light,1500,25 minutes,Fleet sighting in Indiana.,2/18/2013,41.1305556,-85.1288889
03/10/1994 18:00,wyoming,mi,us,disk,60,1 min,disk shaped looked to be black with colored flashing lights on the bottom,5/15/2006,42.9133333,-85.7052778
06/02/2003 01:00,calgary (canada),ab,ca,triangle,30,30 seconds?,Shape shifting object,1/22/2004,51.083333,-114.083333
7/15/1983 20:00,edison,nj,us,sphere,1800,30 minutes,while driving&#44 my friends girlfriend said&#44 hey&#44 look at that&#33 we all looked out the window and into the sky &#44where we saw a sphere shap,07/05/2008,40.5186111,-74.4125
2/16/2014 20:00,cambria,ca,us,circle,240,4 minutes,8 very bright orange/red round roused in straight line over west sky over Cambria CA.&#44 coast then faded away; seen by 4.,2/21/2014,35.5641667,-121.0797222
6/15/1982 12:45,goldsboro,nc,us,disk,300,3-5 minutes,Driving home at night&#44 saw lights that I thought were landing lights of an airplane&#44 stopped my car&#44 lights didn&#39t move&#44 huge object.,08/05/2000,35.3847222,-77.9930556
07/03/2008 23:20,houston,tx,us,unknown,3600,~1 hour,Flashing object at the sky of Houston&#44 July 3&#442008.  ((NUFORC Note:  Sighting of Jupiter in the southeastern sky??  PD)),07/05/2008,29.7630556,-95.3630556
9/29/2009 19:00,nacogdoches,tx,us,rectangle,90.0,90 seconds,I saw a pink-tinted craft of rectangular shape that resembled an angular jellyfish moving quickly past the moon shortly before dusk.,12/12/2009,31.6033333,-94.6552778
10/09/2003 19:30,binghamton,ny,us,oval,10,10 seconds,round bright circular object&#44wentsoutheast then turned 90 degrees northwest and went out of sight below tree line,10/15/2003,42.0986111,-75.9183333
8/23/2012 22:05,waterloo,ia,us,fireball,30.0,30 seconds,One Fireball like object with an oscillating halo preceding it appeared at 9;05pm moving from South to North and another following the,9/24/2012,42.4927778,-92.3427778
9/30/1999 21:00,pearl ridge,hi,,sphere,240.0,4 minutes,Small blue flourescent ball hovering the skies of Oahu.,10/12/2001,21.388629,-157.944811
10/08/2009 12:00,angier,nc,us,oval,60,1 minute,An oval shaped craft was seen for a minute then gone.,12/12/2009,35.5069444,-78.7394444
03/11/2007 19:45,longmont,co,us,light,300,5 minutes,Three stationary red/white lights in eastern sky,06/12/2007,40.1672222,-105.1013889
09/03/1998 23:38,freeport (long island),ny,us,sphere,5.0,5 sec.,We were driving West on Southern State pkwy. a Blue-Green Sphere Shaped Object zoomed East to West across the sky,9/26/1998,40.6575,-73.5836111
10/01/1989 18:00,winchester (near),ky,us,oval,300,5 minutes,3 starlike objects land on 1 large orange oval object in full daylight in sight of dozens of witnesses.,03/11/2006,37.99,-84.1797222
7/16/2009 23:30,kalispell,mt,us,circle,300,5 minutes,Large&#44 bright light with no sound moved slowly over the Flathead Valley&#44 MT towards the southeast&#44 dimmed and vanished .,08/05/2009,48.1958333,-114.3119444
1/30/2003 17:30,hot springs,ar,us,circle,45,45 seconds,This sighting was probably not worth reporting except for the Shuttle disaster happening so soon after.,3/21/2003,34.5036111,-93.055
03/03/2000 22:05,washington&#44 d.c.,dc,,light,10,10 seconds,I observed two small lights cross the night sky from approximately Orion to the North Star.  They appeared to be chasing one another.,09/06/2002,38.907231,-77.036464
8/18/2012 22:45,pentwater,mi,us,sphere,600.0,5-10 minutess,Amber- red flashing sphere in Pentwater&#44 Michigan.,9/24/2012,43.7816667,-86.4330556
05/01/2005 00:30,downey,ca,us,formation,900,10-15 min,4 orange-reddish objects lights in the sky traveling in non-static formation @ equal speeds and change in appearance,05/11/2005,33.94,-118.1316667
5/29/2004 22:00,wickenburg,az,us,light,300,3 to 5 minutes,We were out camping and riding quads again over the Memorial day weekend. We were northeast of Wickenburg&#44Az about ten or twelve miles,06/04/2004,33.9686111,-112.7288889
10/17/2008 18:01,enfield,ct,us,sphere,300,5 minutes plus,Small ufo fleet over Enfield CT.,10/31/2008,41.9761111,-72.5922222
12/22/1965 09:00,houston (west of),tx,us,formation,180,3 minutes,45 of us were  on the Bus&#44 standing  to see the objects&#44 then flash&#44 and everyone was in their seats again,6/18/2004,29.7630556,-95.3630556
4/20/2008 21:30,west bend,wi,,circle,600,10 min.,Four circular UFO&#39s&#44 one glowing orange&#44 over West Bend&#44 WI 4-20-2008,06/12/2008,43.797762,-88.003208
3/30/2013 01:45,san jose,ca,us,diamond,30,30 seconds,Triangle shape red and white lights and Laser beamed across the whole city,5/15/2013,37.3394444,-121.8938889
11/05/2004 18:45,dublin,ca,us,disk,180,3 mins.,Saucer spotted behind bright lights of car dealership,11/09/2004,37.7022222,-121.9347222
12/24/2010 21:30,center valley,pa,us,fireball,1200,20 minutes,I was working last night in a group home and witnessed this while talking on the phone on the front porch of the home. I called my cowo,01/05/2011,40.5291667,-75.3936111
10/11/2013 16:01,pickering (canada),on,ca,circle,300,5 minutes,Glowing blue sphere in Ontario&#44 Canada.,1/30/2014,43.866667,-79.033333
3/15/1997 10:30,buena vista,co,us,oval,600,10 mins,White oval with gold light/energy over mountain in daylight,5/24/2005,38.8422222,-106.1305556
2/20/1998 19:00,kerrville,tx,us,changing,1200,20 min,Long white light was stationary&#44 then turned bright orange and moved like a comet&#44 then became round and glowed orange while remaining,1/28/1999,30.0472222,-99.14
9/25/2000 19:30,fairfield,ca,us,circle,120.0,< 2 min,can&#39t access examples,12/02/2000,38.2494444,-122.0388889
08/06/2004 04:20,sedro woolley,wa,,unknown,300.0,5 minutes,I saw an object that was lit up as bright as a full moon all by itself in the sky.It appeared to be bending light.The object was brilli,08/11/2004,48.50389,-122.23611
6/26/2007 16:00,boise,id,us,disk,180,2-3 minutes,4 white or cream disk-shaped UFOs in pairs about a minute apart over Boise&#44 Idaho,08/07/2007,43.6136111,-116.2025
06/02/2009 19:30,new york city (bronx),ny,us,rectangle,20,20 seconds,Small UFO sighting at Yankee Stadium in daylight.,06/09/2009,40.7141667,-74.0063889
06/01/1976 16:00,meriden,ct,us,unknown,30,30 sec,Saw a BIG unknown object in the sky several days or weeks after seeing a smaller object that confounded me.  It looked similar to the s,04/02/1999,41.5380556,-72.8075
10/01/1997 03:00,jefferson,ny,us,other,300,05 minutes,Rural mountain area. Tree covered hill. 1860&#39 MSL. I awoke to see a bright white light approx 1&#44500&#39 so east of my camper. The circular,10/02/1999,42.4811111,-74.6108333
8/28/2010 22:30,rochester,ny,us,fireball,600.0,10 minutes,We saw 20 to 30 fireballs floating or gliding higher and then slowly flickering out.,8/30/2010,43.1547222,-77.6158333
8/22/1962 20:00,charlottetown (canada),pe,ca,light,180.0,3 minutes,Speeding light from horizon stopping and turning 90 degrees at high speed and then hovering overhead.,08/07/2007,46.233333,-63.133333
4/19/2000 23:09,delray beach,fl,us,chevron,15,15 sec.,looking in the sky to the south&#44I saw a greyish silouette heading north&#44looked for lites&#44listened for sound&#44None of either.Whatched it,4/26/2000,26.4611111,-80.0730556
11/15/1987 19:30,st. petersburg,fl,us,rectangle,180,2-3 min,The exact date is vague but I remember it being somewhere between Nov 1987-Feb 1988. I was heading northboud on 4th st N just north of,01/10/2009,27.7705556,-82.6794444
02/01/2002 07:00,avila beach (diablo canyon nucular power plant),ca,us,cigar,360,6 minutes,Craft sighted at a nucular power plant,11/28/2007,35.18,-120.7308333
12/15/1999 24:00,north syracuse,ny,us,light,180,3 minutes,the object was stationary then moved horizotally and away at the same time across the night sky,5/24/2005,43.1347222,-76.1302778
11/28/2006 17:15,warner robins,ga,us,sphere,120,2 minutes,Sphere shaped&#44 metallic&#44 stationary object,10/08/2007,32.6208333,-83.6
10/11/2010 23:20,clinton township,mi,,fireball,15,15 seconds,Fireball lifted into the sky and dissipated into a cloud.,11/21/2010,42.586888,-82.919551
7/15/2010 10:00,davis,ca,us,light,300,5 minutes,((HOAX??))  WIERD AS HECK,1/31/2011,38.545,-121.7394444
6/28/2011 20:30,hermitage,tn,us,triangle,180,3 minutes,Object with lights flying my direction in a &quot;casual&quot; manner and vanishes.,07/04/2011,36.1961111,-86.6225
5/26/2005 23:00,vancouver,wa,us,disk,35,35 sec,I was sitting on my deck.  I looked up as an airliner was going over the usual landing path in our area went overhead.  Next to the air,5/28/2005,45.6388889,-122.6602778
08/03/2004 04:00,camarillo,ca,us,changing,3600.0,1 hour,Changing shapes,8/24/2004,34.2163889,-119.0366667
9/20/2004 13:30,crozet,va,us,sphere,15.0,10 to 15 sec,Supper fast object stops dead ;wavers left then right; then shoots strait up and gone; MIDDAY&#33&#33&#33&#33,9/29/2004,38.0694444,-78.7008333
12/30/1998 02:00,cape may court house,nj,us,sphere,30,< 30 seconds,Driving home from my girlfriend&#39s house during the winter break for Christmas I noticed a sphere-like object&#44 silvery/chrome/reflective,10/30/2006,39.0825,-74.8241667
10/15/2002 04:30,cadillac,mi,us,fireball,120,2 mins,softball size fire ball in sky,4/22/2003,44.2519444,-85.4011111
2/21/1995 01:10,lake tahuyeh,wa,,,1200,20 min.,MUFON member reports gigantic&#44 black ship passes NNE over house at 5 mph. 20 min sighting. Good rept.,11/02/1999,47.565051,-122.837069
7/24/2007 00:00,calgary (canada),ab,ca,sphere,120,2 min,Orange like sphere flying around eratically right over 17 AVE (lower mount royal area),08/07/2007,51.083333,-114.083333
06/11/1998 18:15,patterson,ca,us,disk,300,5 min,Just before Dusk I saw&#44 50 feet from my car a Flying Disk that had two Rings Rotating around its main body. It was trully awesome&#33,12/16/2005,37.4716667,-121.1286111
6/15/1966 11:00,roseburg,or,us,other,3600,about an hour,i saw YHVH and afterwards there apopeared a ufo in the following week that took me from a tent and tatooed me&#44 project blue book there.,10/30/2006,43.2166667,-123.3405556
4/18/2000 19:00,cottonwood,az,us,cylinder,15,15 sec.,Witnessed object for about 15 seconds. Looked like a rocket launch,4/26/2000,34.7391667,-112.0091667
4/15/2008 10:45,moravian falls,nc,us,unknown,30,30 sec,Seen while driving on Price road off Hy 16 inMoravian Falls. I TOOK it to be Sirius&#44 as thats what it looked like. From my view point a,06/12/2008,36.0966667,-81.1825
12/09/1998 01:30,alamosa,co,us,oval,45,45 seconds,I am a police officer in alamosa colorado. on the date and time above&#44 i was on routine patrol&#44 i was traveling northbound along a coun,1/28/1999,37.4694444,-105.8694444
3/30/2013 22:42,palmyra,pa,us,other,30,30 seconds,Irregular circle object. Five dim lights aligned where the the points of a star would be. The sky was pitch black and the UFO was a dar,04/12/2013,40.3088889,-76.5936111
7/16/2009 00:00,santa rosa,ca,us,light,5400,1.5 hours,Craziest thing i&#39ve seen in my life&#44 truly unexplainable,8/27/2009,38.4405556,-122.7133333
08/02/2007 21:00,new bern,nc,us,other,600.0,10 min.,SEVERAL SMALL CRAFT WITH VERY LARGE WING SHAPED CRAFT THAT MADE NO NOISE,08/07/2007,35.1083333,-77.0444444
07/12/1998 20:00,decatur,al,us,other,120,2 min or so i ran in scar,8 Tentcle type things made of beams attached to a circular craft.,08/11/2004,34.6058333,-86.9833333
3/15/2011 15:00,boardman,oh,us,fireball,15,15 seconds,Orange fireballs were traveling slowly 30 feet off the ground.,5/13/2012,41.0241667,-80.6630556
11/08/2003 15:00,springfield,or,us,cigar,600,10 minutes,Two dark objects flying low without any sounds.,11/11/2003,44.0463889,-123.0208333
8/18/2013 21:15,lake george (just north of),ny,us,light,30.0,25-30 seconds,I was driving northbound on the nys northway&#44i came over a hill into a valley where just west of the north way i oberved 2 aircraft in,8/30/2013,43.4261111,-73.7127778
08/01/1964 15:00,duquesne,pa,us,cigar,600,10 min.,Cigar shaped silver object with varying speeds&#44 no sound heard and many witnesses.,10/15/2002,40.3813889,-79.86
7/15/2001 00:00,wilkes-barre,pa,us,triangle,18000,4 to 5 hours,The truth behind the Grays  ((NUFORC Note:  Report of abductions is unconfirmed.  PD)),08/07/2007,41.2458333,-75.8816667
12/28/2013 19:00,myrtle beach,sc,us,sphere,300,5 minutes,Two bright orange colored balls of light&#44 appearing just north of the Apache pier in Myrtle Beach&#44 SC.,01/10/2014,33.6888889,-78.8869444
6/30/2008 22:25,atlantic city/cardiff,nj,,triangle,300,5 minutes,Triangular craft hovering 40ft directly above atlantic city expressway&#44 seen twice in 5 minutes,07/05/2008,39.410117,-74.587101
11/28/2006 18:30,stanford,ky,us,light,10,10 seconds,Very fast moving greenish lights&#44not from this world.,12/14/2006,37.5311111,-84.6619444
12/20/2012 21:00,luther,ok,us,sphere,180,3 minutes,Big ball of yellow light in Central NE Oklahoma,12/21/2012,35.6616667,-97.1952778
3/19/2006 22:45,boise,id,us,other,1800,30 minutes,Went outside to let pet out and saw in the southwest sky a cluster of lights flashing red&#44 green and blue.  The object did not move but,5/15/2006,43.6136111,-116.2025
7/20/2012 14:45,orleans,ca,us,other,14400,4 hours +,Multiple wittness of multiple bright fuselage objects close and moving slow and low.,08/05/2012,41.3016667,-123.54
09/06/2000 22:00,williamsville,ny,us,light,12600.0,3.5 hrs.,We observed 3 objects with multi-color lights which were stationary over our house for 3  1/2 hrs.,9/17/2000,42.9638889,-78.7380556
11/23/2011 01:32,geoje island (south korea),ca,,fireball,4,3-4 sec,2 Fireballs Blaze through sky simultaneously,12/12/2011,36.778261,-119.417932
6/28/2011 17:30,black river falls,wi,us,fireball,600,10 minutes,((HOAX??))  White and orange orb hovering over campsite&#44 followed by continued sightings by myself and friends,7/17/2011,44.2947222,-90.8513889
07/08/2010 21:30,dymchurch (uk/england),,gb,egg,600,10 minutes,6 flying objects  what were they,8/24/2010,51.016667,1.0
06/02/1989 21:00,macon,ga,us,circle,120,a few minutes,Could have hit this one too.,08/05/2001,32.8405556,-83.6325
10/15/2010 16:20,charlotte,nc,us,cigar,10,10 seconds,Silver to turquise in color size of a car near charlotte motor speed way.,11/21/2010,35.2269444,-80.8433333
03/05/2009 12:00,plant city,fl,us,other,10,10 seconds,Visual observance of an object high in a clear sky that appeared to ascend and disappear.,3/19/2009,28.0183333,-82.1130556
6/30/1995 12:00,gold point,nv,us,cigar,300,5 minutes,Myself and another man went to check on a test I was running on gold. When we arived at the sight&#44 the other man said their is a UFO. I,6/14/2012,37.3547222,-117.3641667
11/17/1998 18:30,chico,ca,us,triangle,360,6 minutes,I was surprised to noticed a large black triangular-shaped-wingless object cross the road directly in front of me flying about twenty f,2/16/1999,39.7286111,-121.8363889
06/08/1997 19:16,renton,wa,us,disk,360,5-6 minutes,Disc Shape. 3 witnesses. Flight was a little wobbly.,1/28/1999,47.4830556,-122.2158333
1/23/2003 10:53,burbank,ca,us,light,240,4 minutes,Amber colored lights over burbank i saw 6 new years day and have been seeing more since then.,03/11/2003,34.1808333,-118.3080556
7/23/2002 22:15,avalon,ca,us,triangle,30,30sec.,Triangle.,8/16/2002,33.3427778,-118.3269444
8/14/2012 22:10,seatac,wa,us,light,0.5,.5 seconds,It was definately a UFO that was at 10:09pm or 10:10 pm south of seatac airport.,8/19/2012,47.4538889,-122.3205556
6/28/2011 23:15,miami township,oh,,sphere,120,2 min,Craft went across the sky&#44 turned upwards&#44 and disappeared.  ((NUFORC Note:  Over-flight of International Space Station.  PD)),07/04/2011,39.612875,-84.248952
10/28/2001 21:00,laramie,wy,us,fireball,35,35sec,I saw a bright very bright light apear in the sky it held possition for about 20 sec. than bolted off and disapeared the same thing hap,11/20/2001,41.3113889,-105.5905556
4/15/1974 22:00,ventura,ca,us,circle,240,3-4minutes,3 object circle&#44 large outer side moveing around&#44 white lights lasted for 3-4minutes,5/15/2006,34.2783333,-119.2922222
1/26/2009 19:50,west paterson,nj,us,circle,2,few seconds,Someone dropped the moon in West Paterson,3/19/2009,40.9166667,-74.1722222
5/20/2011 18:00,ferizaj (kosovo),,,triangle,120,2min,At ~1800 HLT at least 15 people spotted three triangular aircraft hovering.,5/29/2011,42.372541,21.147384
12/17/2010 13:00,rio rico,az,us,circle,720,1:00 am - 1:12am,UFO spotted in Rio Rico AZ,01/05/2011,31.4713889,-110.9758333
06/10/1997 12:00,new york,ny,us,other,0.5,half a second,Extremely Fast and Small Flying Straw,2/22/2005,40.7141667,-74.0063889
3/25/2014 21:30,fruitland,id,us,sphere,600,10 minutes,Orange spheres moving at high rates across sky in groups.,3/27/2014,44.0077778,-116.9155556
8/18/1998 21:15,silverhill,al,us,disk,180.0,3 minutes,disk shaped craft with sequential lights at approx&#44 100&#39 altitude crossing fields then hiway I was traveling.,7/23/2000,30.5452778,-87.7516667
10/11/2013 22:08,dresser,wi,us,sphere,60,1 minutes,Large Orange Sphere over Polk county Wisconsin.,10/14/2013,45.3561111,-92.6333333
11/06/2003 11:30,portland (i-5/lombard exit),or,us,sphere,180,2-3 min.,Young woman reports witnessing F-15 fighter jets approach a peculiar sphere over Interstate 5.,11/08/2003,45.5236111,-122.675
9/28/2002 21:00,new york city (staten island),ny,us,light,300.0,5 minutes,Last evening at exactly 8pm&#44 myself and my landlord witnessed a bright white light moving from a southeastern to northeastern direction,9/29/2002,40.7141667,-74.0063889
9/27/1991 01:00,san marcos,tx,us,triangle,480.0,6-8 minutes,Giant V-Shaped Craft,01/12/2012,29.8830556,-97.9411111
10/12/2005 20:32,peoria,az,us,triangle,240,4 minutes,Many sightings of 12 orange lights&#44 bouncing + pattern formation&#44 high rate of acceleration 8:34 PM on 10/12/05,10/20/2005,33.5805556,-112.2366667
11/20/2003 09:45,lewisville,tx,us,circle,180,3 min,Very small Yellow circular object moving toward the east at a slow pace,11/26/2003,33.0461111,-96.9938889
1/22/2004 01:00,kennesaw,ga,us,teardrop,180,3 min.,I saw a big tear shaped ship flying through the sky at unspeakable speeds it pulled off some pretty manuverable stunts for a big craft,1/31/2004,34.0233333,-84.6155556
06/01/1978 22:00,florida keys,fl,,unknown,900,15 min,A unidentified erratically flying object spotted  at night in the Florida Keys in the late seventies,2/14/2008,24.555736,-81.782654
12/31/2012 23:32,azusa,ca,us,triangle,240,4 minutes,Azusa lights.,02/04/2013,34.1336111,-117.9066667
2/13/2004 22:00,oneonta,ny,us,unknown,3600,1hr.,Strange moving&#44 multi-colored light&#44 not a plane satellite or star.  ((NUFORC Note:  Possibly the star&#44 &quot;Sirius?&quot;  PD)),03/02/2004,42.4527778,-75.0641667
7/15/1995 05:30,acworth,ga,us,circle,30,20-30 seconds,Circular object &#44 crimson in color&#44 maybe 10-20 ft. in dia.&#44 hovering maybe 20&#39 above ground&#44 appeared to be non-solid/holgram,9/24/2003,34.0658333,-84.6769444
6/15/2001 16:35,linden,nj,us,rectangle,2100,35 minutes,Linden NJ ... Strange object in sky&#44 same day as Carteret NJ sighting.,7/13/2005,40.6219444,-74.245
11/27/2009 18:00,chadds ford,pa,us,triangle,10,10 seconds,Driving south on Rt.1 through Chadds Ford&#44 Pa. on black Friday (day after Thanksgiving). Before passing Longwood Gardens on the way to,12/12/2009,39.8716667,-75.5916667
10/06/2006 22:30,brighton,co,us,other,15,15 seconds,Craft with lights hovering over houses at night,10/30/2006,39.9852778,-104.82
07/04/2010 23:00,haslet,tx,us,sphere,180,3 minutes,Roundish object lit by steady yellowish light,07/10/2010,32.9747222,-97.3475
11/02/1998 19:00,adelaide (south australia),,au,circle,60,1min,Not your typical sighting&#44 a black stealth machine gliding past&#44 giving me a view of what I knew existed. Wow.,2/22/2002,-34.928661,138.598633
3/15/1974 22:30,santa rosa,ca,us,disk,7200,2 hours,The size of the object and it&#39s perfect detail left us with no doubt of what we were seeing.,03/11/2003,38.4405556,-122.7133333
3/23/2008 02:00,toronto (canada),on,ca,cylinder,240,3-4 minutes,We both saw it at the same time.,3/31/2008,43.666667,-79.416667
05/11/2003 13:00,halsted (denmark),,,disk,720,10-12 min.,black disk&#44 flying in the sky&#44 seen in Denmark,7/16/2003,29.907448,-96.781645
05/06/2006 14:00,evans,ny,,cylinder,60,1 minute,Watched a object move above the tree line in a south to north direction&#44 very slowely It was round&#44 or round within a cube.  Mettalic&#44,10/30/2006,42.663923,-78.996689
10/11/2010 04:50,albany,ny,us,oval,120,2 min,Oval metallic object,11/21/2010,42.6525,-73.7566667
9/23/1998 24:00,deerhorn valley/jamul,ca,,light,5.0,5seconds+,@905pm I was looking So. at sky for shooting stars then a green blu ball came into my vision it fell an it seemed slower than other nit,9/26/1998,32.676217,-116.724798
9/22/2013 02:30,amherst,ma,us,unknown,3600.0,1 hour,Flashing Lights&#44 Changing colors&#44 Amherst,9/30/2013,42.3802778,-72.5236111
10/20/2006 22:00,winfield,ks,us,unknown,900,15 min,Four lights hovering over Winfield and Arkansas City seen by a number of police officers,10/30/2006,37.2397222,-96.9952778
08/01/1998 20:45,st. louis,mo,us,light,120,less than 2 minutes,Object appeared below the moon. Travelled from Southeast to Northwest. Changed color and direction erratically.,11/21/1998,38.6272222,-90.1977778
6/13/2009 21:00,indian rocks beach,fl,us,disk,1800,30 min,Ignore the contact info on last submission - I thought you were referring to OTHER witnessses and i realized you meant me.,08/05/2009,27.875,-82.8513889
01/01/2007 02:00,miami,fl,us,oval,1500,hours,Object moved fast back and forth but aslo stayed still at times sometimes changingt colors.,02/01/2007,25.7738889,-80.1938889
1/17/2000 21:40,orland,ca,us,triangle,600,10 minutes,Small triangular object flying low to ground flashing green then gold light.,06/12/2007,39.7475,-122.1952778
06/07/2012 01:05,westminster,co,us,cylinder,10,10 seconds,Extremely fast moving&#44 sharp turning object flying,06/08/2012,39.8366667,-105.0366667
01/05/2014 04:57,pleasanton,ca,us,oval,5,5 seconds,Yellowish oval like object descend from sky and land.,01/10/2014,37.6625,-121.8736111
09/04/1983 15:10,maroa,il,us,disk,30.0,:30 seconds,Enormous luminous disc seen over farmstead in broad daylight,4/14/2009,40.0363889,-88.9569444
11/19/1995 18:30,redding,ca,us,,3,3 sec.,Woman in car facing E saw very bright&#44 bizarre obj. streak horizontally from L to R.  Head was blue&#44 tail was yellow&#44 orange&#44 red.,11/02/1999,40.5866667,-122.3905556
7/19/2007 20:30,canberra (australia),,au,formation,10,10 seconds,Two&#44 orange maneuvering objects seen streaking overhead.,08/07/2007,-35.27603,149.13435
05/03/2008 22:00,memphis,tn,us,,15,15 sec?,UFO filmed; huge flash of light over Memphis&#44 TN,06/12/2008,35.1494444,-90.0488889
09/01/1999 21:25,coos bay,or,us,other,30.0,15-30 seconds,large fireball&#44 faded to long cone shaped object moving from west to east about 15 to 20 degrees up from horizon,10/02/1999,43.3666667,-124.2166667
11/24/2008 21:00,kansas city,mo,us,triangle,90,90 seconds,Slow moving triangle shaped craft. Size of 2 or 3 football fields.,01/10/2009,39.0997222,-94.5783333
6/25/2008 20:50,chawton&#44 hampshire (uk/england),,,other,12,10-12 seconds,Small moving white object flying at high altitude before disappearing.,07/05/2008,51.131258,-0.987425
